Codigo,clave,descripcion
11139,CHA-14NC,"Caja 14' con compartimentos, naranja"
11140,BAV-19/64,Broca de alta velocidad 19/64'
11141,CHA-16NC,"Caja 16' con compartimentos, naranja"
11142,BAV-5/16,Broca de alta velocidad 5/16'
11143,CHA-19NC,"Caja 19' con compartimentos, naranja"
11144,BAV-21/64,Broca de alta velocidad 21/64'
11145,CHA-22NC,"Caja 22' con compartimentos, naranja"
11146,BAV-11/32,Broca de alta velocidad 11/32'
11147,PRY-P4,"Pala redonda, colombia, # 4, puño 'Y'"
11148,BAV-23/64,Broca de alta velocidad 23/64'
11149,PRL-P4,"Pala redonda, colombia, # 4, mgo largo"
11150,BAV-3/8,Broca de alta velocidad 3/8'
11151,AB-GT-26M,Abrazadera para mango de acero
11152,BAV-25/64,Broca de alta velocidad 25/64'
11154,BAV-13/32,Broca de alta velocidad 13/32'
11156,BAV-27/64,Broca de alta velocidad 27/64'
11158,BAV-7/16,Broca de alta velocidad 7/16'
11159,CARB-ESMA-7A3,Carbones de repuesto para esmeriladora ESMA-7A3
11160,BAV-29/64,Broca de alta velocidad 29/64'
11161,CARB-ESMA-4-1/2A12,Carbones de repuesto para esmeriladora ESMA-4-1/2A12
11162,BAV-15/32,Broca de alta velocidad 15/32'
11163,CARB-ESMA-4-1/2N5,Carbones de repuesto para esmeriladora ESMA-4-1/2N5
11164,BAV-31/64,Broca de alta velocidad 31/64'
11165,CARB-ESMA-4-1/2NX3,Carbones de repuesto para esmeriladora ESMA-4-1/2NX3
11166,BAV-1/2,Broca de alta velocidad 1/2'
11168,BAV-9/16,Broca de alta velocidad 9/16'
11170,BAV-5/8,Broca de alta velocidad 5/8'
11172,BAV-3/4,Broca de alta velocidad 3/4'
11174,BAV-7/8,Broca de alta velocidad 7/8'
11176,BAV-1,Broca de alta velocidad 1'
11186,TPN-797-6-2,"Llave neumática de impacto, industrial, 1'"
11187,TPN-734H-2,"Llave neumática de impacto, industrial, 1/2'"
11188,TPN-876-2,"Miniesmeriladora, neumática, 1/4'"
11189,TPN-886H-2,"Matraca neumática, 1/2'"
11200,BCT-3/16X4,"Broca para concreto, 3/16 x 4'"
11203,BCT-1/4X4,"Broca para concreto, 1/4 x 4'"
11206,BCT-1/4X6,"Broca para concreto, 1/4 x 6'"
11209,BCT-1/4X12,"Broca para concreto, 1/4 x 12'"
11212,BCT-5/16X4,"Broca para concreto, 5/16 x 4'"
11215,BCT-5/16X6,"Broca para concreto, 5/16 x 6'"
11218,BCT-5/16X12,"Broca para concreto, 5/16 x 12'"
11221,BCT-3/8X5,"Broca para concreto, 3/8 x 5'"
11224,BCT-3/8X6,"Broca para concreto, 3/8 x 6'"
11227,BCT-3/8X12,"Broca para concreto, 3/8 x 12'"
11230,BCT-1/2X6,"Broca para concreto, 1/2 x 6'"
11233,BCT-1/2X12,"Broca para concreto, 1/2 x 12'"
11236,BCT-5/8X6,"Broca para concreto, 5/8 x 6'"
11239,BCT-5/8X12,"Broca para concreto, 5/8 x 12'"
11242,BCT-3/4X6,"Broca para concreto, 3/4 x 6'"
11245,BCT-3/4X12,"Broca para concreto, 3/4 x 12'"
11248,BCT-7/8X6,"Broca para concreto, 7/8 x 6'"
11251,BCT-7/8X12,"Broca para concreto, 7/8 x 12'"
11254,BCT-1X6,"Broca para concreto, 1 x 6'"
11257,BCT-1X12,"Broca para concreto, 1 x 12'"
11258,BCT-3/16X6,"Broca para concreto, 3/16 x 6'"
11260,BS-7/8X18,"Broca con sistema directo de inserción, 7/8 x 18'"
11261,BS-3/16X8,"Broca con sistema directo de inserción, 3/16 x 8'"
11263,BS-1/4X4,"Broca con sistema directo de inserción, 1/4 x 4'"
11264,BS-1/4X6,"Broca con sistema directo de inserción, 1/4 x 6'"
11265,BS-1/4X8,"Broca con sistema directo de inserción, 1/4 x 8'"
11266,BS-1/4X10,"Broca con sistema directo de inserción, 1/4 x 10'"
11267,BS-3/4X18,"Broca con sistema directo de inserción, 3/4 x 18'"
11268,BS-7/8X8,"Broca con sistema directo de inserción, 7/8 x 8'"
11269,BS-5/16X6,"Broca con sistema directo de inserción, 5/16 x 6'"
11270,BS-5/16X12,"Broca con sistema directo de inserción, 5/16 x 12'"
11271,BS-7/16X12,"Broca con sistema directo de inserción, 7/16 x 12'"
11272,BS-3/8X6,"Broca con sistema directo de inserción, 3/8 x 6'"
11273,BS-9/16X6,"Broca con sistema directo de inserción, 9/16 x 6'"
11274,BS-9/16X12,"Broca con sistema directo de inserción, 9/16 x 12'"
11275,BS-3/8X12,"Broca con sistema directo de inserción, 3/8 x 12'"
11276,BS-5/8X24,"Broca con sistema directo de inserción, 5/8 x 24'"
11277,BS-3/8X18,"Broca con sistema directo de inserción, 3/8 x 18'"
11278,BS-7/16X6,"Broca con sistema directo de inserción, 7/16 x 6'"
11279,BS-1/2X6,"Broca con sistema directo de inserción, 1/2 x 6'"
11281,BS-1/2X12,"Broca con sistema directo de inserción, 1/2 x 12'"
11282,BS-1/2X18,"Broca con sistema directo de inserción, 1/2 x 18'"
11284,BS-5/8X8,"Broca con sistema directo de inserción, 5/8 x 8'"
11285,BS-5/8X12,"Broca con sistema directo de inserción, 5/8 x 12'"
11286,BS-3/4X8,"Broca con sistema directo de inserción, 3/4 x 8'"
11287,BS-3/4X12,"Broca con sistema directo de inserción, 3/4 x 12'"
11288,BS-7/8X11,"Broca con sistema directo de inserción, 7/8 x 11'"
11289,BS-1X10,"Broca con sistema directo de inserción, 1 x 10'"
11290,BS-1X18,"Broca con sistema directo de inserción, 1 x 18'"
11294,LICO-1,Linterna LED de brazo para corredor
11295,JBCT-6,"Juego de brocas para concreto, 6 piezas"
11298,ASP-B3,"Aspersor tres brazos, base plástica"
11335,JBAC-11,"Juego de brocas para metal y concreto, 11 piezas"
11336,JBAC-6,"Juego de brocas para metal y concreto, 6 piezas"
11337,JBMA-6,"Juego de brocas para madera, 6 piezas"
11338,JBMA-8,"Juego de brocas para madera, 8 piezas"
11339,JBMX-9,"Juego de brocas mixto, 9 piezas"
11340,BSA-1/2,"Broca sacabocados Forstner, 1/2'"
11344,BSA-1,"Broca sacabocados Forstner, 1'"
11345,BSA-1-1/4,"Broca sacabocados Forstner, 1-1/4'"
11346,BSA-1-1/2,"Broca sacabocados Forstner, 1-1/2'"
11359,JBROU-6,"Juego de brocas para router, 6 piezas"
11360,BPT-1/4,"Broca plana de manita, 1/4'"
11363,BPT-5/16,"Broca plana de manita, 5/16'"
11366,BPT-3/8,"Broca plana de manita, 3/8'"
11369,BPT-7/16,"Broca plana de manita, 7/16'"
11372,BPT-1/2,"Broca plana de manita, 1/2'"
11375,BPT-5/8,"Broca plana de manita, 5/8'"
11378,BPT-3/4,"Broca plana de manita, 3/4'"
11381,BPT-7/8,"Broca plana de manita, 7/8'"
11384,BPT-1,"Broca plana de manita, 1'"
11387,BPT-1-1/8,"Broca plana de manita, 1-1/8'"
11390,BPT-1-1/4,"Broca plana de manita, 1-1/4'"
11393,BPT-1-1/2,"Broca plana de manita, 1-1/2'"
11394,JBAV-5,"Juego de brocas de alta velocidad, 5 piezas"
11395,J-BPT-6,"Juego de brocas planas de manita, 6 piezas"
11396,JBAV-7,"Juego de brocas de alta velocidad, 7 piezas"
11399,JBAV-10,"Juego de brocas de alta velocidad, 10 piezas"
11402,JBAV-13,"Juego de brocas de alta velocidad, 13 piezas"
11403,MT-3/16X24,"Machuelo semicónico 3/16' x 24 NC, estuche con 5 piezas"
11404,MT-3/16X32,Machuelo semicónico 3/16' x 32 NF estuche con 5 piezas
11405,MT-1/4X20,"Machuelo semicónico 1/4' x 20, estuche con 5 piezas"
11406,MT-1/4X28,"Machuelo semicónico 1/4' x 28 NF, estuche con 5 piezas"
11407,MT-5/16X18,"Machuelo semicónico 5/16' x 18, estuche con 5 piezas"
11408,MT-5/16X24,"Machuelo semicónico 5/16' x 24, estuche con 5 piezas"
11409,MT-3/8X16,"Machuelo semicónico 3/8' x 16, estuche con 5 piezas"
11410,MT-3/8X24,"Machuelo semicónico 3/8'x 24 NF, estuche con 5 piezas"
11411,MT-7/16X14,"Machuelo semicónico 7/16' x 14 NC, estuche con 5 piezas"
11412,MT-7/16X20,"Machuelo semicónico 7/16' x 20 NF, estuche con 5 piezas"
11413,MT-1/2X13,"Machuelo semicónico 1/2' x 13 NC, estuche con 5 piezas"
11414,MT-1/2X20,"Machuelo semicónico 1/2' x 20 NF, estuche con 5 piezas"
11415,MT-1/8X40,"Machuelo semicónico 1/8' x 40 NC, estuche con 5 piezas"
11416,MT-1/8X44,"Machuelo semicónico 1/8' x 44 NF, estuche con 5 piezas"
11417,MT-5/32X32,"Machuelo semicónico 5/32' x 32 NC, estuche con 5 piezas"
11418,MT-5/32X36,"Machuelo semicónico 5/32' x 36 NF, estuche con 5 piezas"
11419,MT-7/32X24,"Machuelo semicónico 7/32' x 24 NC, estuche con 5 piezas"
11420,MT-7/32X32,"Machuelo semicónico 7/32' x 32 NF, estuche con 5 piezas"
11421,MT-9/16X12,"Machuelo semicónico 9/16' x 12 NC, estuche individual"
11422,MT-9/16X18,"Machuelo semicónico 9/16' x 18 NF, estuche individual"
11423,MT-5/8X11,"Machuelo semicónico 5/8' x 11 NC, estuche individual"
11424,MT-5/8X18,"Machuelo semicónico 5/8' x 18 NF, estuche individual"
11425,MT-3/4X10,"Machuelo semicónico 3/4' x 10 NC, estuche individual"
11426,MT-3/4X16,"Machuelo semicónico 3/4' x 16 NF, estuche individual"
11434,MAN-GA-1/4,Maneral tipo garrote para machuelo  1/4'
11435,MAN-GA-3/8,Maneral tipo garrote para machuelo  3/8'
11436,MAN-GA-1/2,Maneral tipo garrote para machuelo  1/2'
11437,MAN-GA-3/4,Maneral tipo garrote para machuelo  3/4'
11438,MAN-T-3/16,Maneral en T para machuelo 3/16'
11439,MAN-T-1/4,Maneral en T para machuelo 1/4'
11440,MAN-T-1/2,Maneral en T para machuelo 1/2'
11442,J-MATA-40,"Juego de machuelos y tarrajas, 40 piezas"
11443,J-MATA-60,"Juego de machuelos y tarrajas, 60 piezas"
11444,BROU-RB1/2X,"Broca para router, corte recto, 1/2' con balero"
11452,BROU-R2-1/4M,"Broca para router, recta 2 filos, 1/4', mediana"
11453,BROU-R2-1/4L,"Broca para router, recta 2 filos, 1/4', larga"
11454,BROU-R2-5/16,"Broca para router, recta 2 filos, 5/16'"
11455,BROU-R2-3/8,"Broca para router, recta 2 filos, 3/8'"
11456,BROU-R2-1/2,"Broca para router, recta 2 filos, 1/2'"
11457,BROU-R2-5/8,"Broca para router, recta 2 filos, 5/8'"
11459,BROU-R2-3/4,"Broca para router, recta 2 filos, 3/4'"
11460,BROU-MC1/4,"Broca para router, media caña, 1/4'"
11461,BROU-MC3/8,"Broca para router, media caña, 3/8'"
11462,BROU-MC1/2,"Broca para router, media caña, 1/2'"
11463,BROU-MC3/4,"Broca para router, media caña, 3/4'"
11464,BROU-MC1/2X,"Broca para router, media caña, 1/2' con balero"
11465,BROU-V3/8,"Broca para router, corte en 'V', 3/8'"
11466,BROU-V1/2,"Broca para router, corte en 'V', 1/2'"
11467,BROU-V7/8,"Broca para router, corte en 'V',  7/8'"
11468,BROU-CH1-1/4X,"Broca para router, chaflán, 1-1/4' con balero"
11469,BROU-RD1X,"Broca para router, redondeado, 1' con balero"
11470,BROU-RD1-1/4X,"Broca para router, redondeado, 1-1/4' con balero"
11471,BROU-RD1-1/2X,"Broca para router, redondeado, 1-1/2' con balero"
11472,BROU-RM1X,"Broca para router, redondeado con moldura, 1' con balero"
11473,BROU-RM1-1/4X,"Broca para router, redondeado con moldura, 1-1/4' con balero"
11474,BROU-RM1-1/2X,"Broca para router, redondeado con moldura, 1-1/2' con balero"
11475,BROU-CP1/2,"Broca para router, cola de pato, 1/2'"
11477,BROU-RB1-1/4X,"Broca para router, rebajado, 1-1/4' con balero"
11479,BROU-PP1-1/8X,"Broca para router, pecho paloma, 1-1/8' con balero"
11480,BROU-PP1-3/8X,"Broca para router, pecho paloma, 1-3/8' con balero"
11481,BROU-DR1-3/8X,"Broca para router, doble romana, 1-3/8' con balero"
11482,BROU-C1-3/8X,"Broca para router, clásica, 1-3/8' con balero"
11485,BROU-BC1-1/8X,"Broca para router, bocel cuarto, 1-1/8' con balero"
11486,BROU-M1-1/8X,"Broca para router, moldura clásica, 1-1/8' con balero"
11506,CHP-23X,"Caja para herramienta, plástica de 23', industrial"
11511,POR-HE8,"Porta herramientas de cuero, 8 compartimentos"
11513,POR-HE6,"Porta herramientas de cuero, 6 compartimentos"
11514,POR-HE11,"Porta herramientas de cuero, 11 compartimentos"
11515,POR-HE7E,"Porta herramientas de cuero, 7 compartimentos"
11516,POR-CLA,Porta herramientas de clavos 2 compartimentos
11520,CA-104,Carda 6 x 3/4' para esmeril
11523,CA-105,Carda 6 x 13/16 para esmeril
11526,CA-106,Carda 6 x 1-1/8' para esmeril
11528,CARRO-3,"Carro de servicio, 3 charolas"
11529,CO-510,"Carda de copa, alambre ondulado, 4' para esmeril"
11532,CO-510M,"Carda de copa, alambre ondulado, 4',milimétrica para esmeril"
11533,POCA-6,"Porta herramientas de carnaza, 6 compartimentos"
11534,POCA-9,"Porta herramientas de carnaza, 9 compartimentos"
11535,CO-512,"Carda de copa, alambre ondulado, 5' para esmeril"
11536,POCA-12,"Porta herramientas de carnaza, 12 compartimentos"
11537,POCA-13,"Porta herramientas de carnaza, 13 compartimentos"
11538,CO-512M,"Carda de copa, alambre ondulado, 5',milimétrica para esmeril"
11539,CEA-18E,"Cepillo de alambre con espátula, acero carbono, 51 pinceles"
11540,CEA-10,"Cepillo de alambre curvo, alambre ondulado"
11541,CT-612,"Carda de copa, alambre trenzado fino, 5' para esmeril"
11542,CT-612X,"Carda de copa, alambre trenzado grueso, 5' para esmeril"
11543,CT-612MX,"Carda copa,alambre trenzado grueso, 5',milimétrica p/esmeril"
11544,CT-612M,"Carda copa, alambre trenzado fino, 5', milimétrica p/esmeril"
11545,ABT-222,"Disco desbaste metal, tipo27,diámetro 7',alto rendimiento"
11547,ABT-223,"Disco desbaste metal, tipo27,diámetro 9',alto rendimiento"
11548,ABT-386,"Disco desbaste metal,tipo27,diámetro 4-1/2',alto rendimiento"
11549,ABT-390,"Disco corte metal, tipo27, diámetro 4-1/2', alto rendimiento"
11553,CEA-18,"Cepillo de alambre, cerdas acero al carbono, 51 pinceles"
11554,ABT-782,"Disco p/corte metale, tipo27, diámetro 9', alto rendimiento"
11555,ABT-754,"Disco para corte de piedra, tipo 27, diámetro 4-1/2'"
11556,CEA-36,"Cepillo de alambre sin mango, 114 pinceles"
11557,ABT-419,"Disco para corte de piedra, tipo 27, diámetro 9'"
11558,ABT-519,"Disco para corte de metal, tipo 1, diámetro 14'"
11559,CEA-54,"Cepillo de alambre, cerdas acero al carbono, 64 pinceles"
11561,ABT-496,"Disco para corte de metal, tipo 1, diámetro 7'"
11562,CEA-72,"Cepillo de alambre sin mango, 180 pinceles"
11565,ABT-780,"Disco p/corte metale, tipo27, diámetro 7', alto rendimiento"
11566,ABT-418,"Disco para corte de piedra, tipo 27, diámetro 7'"
11567,ABT-742,"Disco para corte de metal, tipo 1, diámetro 14'"
11569,CA-2,Carda circular 2' para taladro
11570,CA-3,Carda circular 3' para taladro
11571,CO-2,"Carda de copa, alambre grueso, 1-3/4' para taladro"
11572,CO-3,"Carda de copa, alambre grueso, 2-3/4' para taladro"
11573,CA-1-1/2F,"Carda circular 1-1/2', alambre fino, para taladro"
11574,CA-2F,"Carda circular 2', alambre fino, para taladro"
11575,CA-3F,"Carda circular 3', alambre fino, para taladro"
11576,CA-4F,"Carda circular 4', alambre fino, para taladro"
11577,JCA-4P,"Juego de cardas, 4 piezas para taladro"
11578,DDT-802C,"Disco de diamante, rin continuo, diámetro 4'"
11579,DDT-804C,"Disco de diamante, rin continuo, diámetro 7'"
11580,DDT-806D,"Disco de diamante, rin segmentado, diámetro 7'"
11581,DDT-832D,"Disco de diamante, rin segmentado, diámetro 4'"
11582,DDT-829D,"Disco de diamante, rin segmentado, diámetro 4-1/2'"
11584,DICOF-4512,"Disco 'Sable', corte extrafino metal, tipo 1, 4-1/2',1.2 mm"
11585,DICOF-4516,"Disco 'Sable', corte extrafino metal, tipo 1, 4-1/2',1. 6mm"
11586,DICOF-7020,"Disco 'Sable', corte extrafino metal, tipo 1, 7'"
11587,DICOF-9020,"Disco 'Sable', corte extrafino metal, tipo 1, 9'"
11590,CA-4,Carda circular 4' para taladro
11591,CO-1-3/4F,"Carda de copa, alambre fino, 1-3/4' para taladro"
11592,CO-2-3/4F,"Carda de copa, alambre fino, 2-3/4' para taladro"
11593,COM-3/4,"Carda de copa, alambre grueso, 3/4' para taladro"
11595,COM-1,"Carda de copa, alambre grueso, 1' para taladro"
11596,COM-1-1/8,"Carda de copa, alambre grueso, 1-1/8' para taladro"
11597,CATR-6E,"Carda trenzado, 6 X 3/4' para esmeriladora"
11598,CATR-6F,"Carda trenzado fino, 6 X 5/8' para esmeril"
11599,CATR-6G,"Carda trenzado grueso, 6 X 5/8' para esmeril"
11600,LIME-36,"Lija de esmeril, grano 36"
11601,LIME-50,"Lija de esmeril, grano 50"
11602,LIME-80,"Lija de esmeril, grano 80"
11603,LIME-120,"Lija de esmeril, grano 120"
11606,LIMA-36,"Lija para madera, grano 36"
11607,LIMA-40,"Lija para madera, grano 40"
11608,LIMA-50,"Lija para madera, grano 50"
11609,LIMA-60,"Lija para madera, grano 60"
11610,LIMA-80,"Lija para madera, grano 80"
11611,LIMA-100,"Lija para madera, grano 100"
11612,LIMA-120,"Lija para madera, grano 120"
11613,LIMA-150,"Lija para madera, grano 150"
11614,LIMA-180,"Lija para madera, grano 180"
11615,LIMAK-60,"Lija para madera, papel kraft, grano 60"
11616,LIMAK-100,"Lija para madera, papel kraft, grano 100"
11617,LIMAK-150,"Lija para madera, papel kraft, grano 150"
11618,LIAG-80,"Lija de agua, grano 80"
11619,LIAG-100,"Lija de agua, grano 100"
11620,LIAG-120,"Lija de agua, grano 120"
11621,LIAG-150,"Lija de agua, grano 150"
11622,LIAG-180,"Lija de agua, grano 180"
11623,LIAG-220,"Lija de agua, grano 220"
11624,LIAG-240,"Lija de agua, grano 240"
11625,LIAG-280,"Lija de agua, grano 280"
11626,LIAG-320,"Lija de agua, grano 320"
11627,LIAG-360,"Lija de agua, grano 360"
11628,LIAG-400,"Lija de agua, grano 400"
11629,LIAG-500,"Lija de agua, grano 500"
11630,LIAG-600,"Lija de agua, grano 600"
11632,LIAG-1000,"Lija de agua, grano 1000"
11634,LIAG-1200,"Lija de agua, grano 1200"
11635,ABT-751,"Disco para corte acero inoxidable, tipo 1, diámetro 4-1/2'"
11636,ABT-752,"Disco para corte acero inoxidable, tipo 27, diámetro 4-1/2'"
11637,ABT-877,"Disco para corte de acero inoxidable, tipo 1, diámetro 7'"
11640,LIMER-36,"Lija de esmeril roja, grano 36"
11641,LIMER-50,"Lija de esmeril roja, grano 50"
11642,LIMER-80,"Lija de esmeril roja, grano 80"
11643,LIMER-120,"Lija de esmeril roja, grano 120"
11644,LIMER-40,"Lija de esmeril roja, grano 40"
11645,LIMER-100,"Lija de esmeril roja, grano 100"
11646,LIAG-60,"Lija de agua, grano 60"
11647,LIAG-1500,"Lija de agua microfina, grano 1500"
11648,LIAG-2000,"Lija de agua microfina, grano 2000"
11660,LIPL-100-1X45,"Lija para plomero, ancho 1', rollo de 45 m, grano 100"
11661,LIPL-100-1-1/2X45,"Lija para plomero, grano 100, 1-1/2 x 45'"
11662,LIPL-120-1X45,"Lija para plomero, grano 120, 1 x 45'"
11663,LIPL-120-1-1/2X45,"Lija para plomero, grano 120, 1-1/2 x 45'"
11667,PIAS-109,Piedra de asentar 152 X 50 X 25mm
11668,PIAS-108,Piedra de asentar 200 X 50 X 25mm
11669,PIGUA-198,"Piedra para guadaña 220 X 35 X 16mm, grano 150"
11670,DLT-1700,"Disco laminado, tipo 29, diámetro 4', grano 40, centro 5/8'"
11671,DLT-1701,"Disco laminado, tipo 29, diámetro 4', grano 60, centro 5/8'"
11672,DLT-1703,"Disco laminado, tipo 29, diámetro 4', grano 120, centro 5/8'"
11673,DLT-1716,"Disco laminado, 4-1/2', grano 40, centro 7/8'"
11674,DLT-1717,"Disco laminado, 4-1/2', grano 60, centro 7/8'"
11675,DLT-1719,"Disco laminado, 4-1/2', grano 120, centro 7/8'"
11676,DLT-1730,"Disco laminado, 7', grano 40, centro 7/8'"
11677,DLT-1731,"Disco laminado, 7', grano 60, centro 7/8'"
11678,DLT-1733,"Disco laminado, 7', grano 120, centro 7/8'"
11680,JPM-5,"Juego piedras para montar, 5 piezas"
11681,CARB-IMP-1/2N,Carbones de repuesto para llave de impacto IMP-1/2N
11682,IMP-1/2N,"Llave neumática de impacto, industrial, 1/2' de 900 w."
11687,DLT-1702,"Disco laminado, 4', grano 80, centro 5/8'"
11688,DLT-1718,"Disco laminado, 4-1/2', grano 80, centro 7/8'"
11689,DLT-1732,"Disco laminado, 7', grano 80, centro 7/8'"
11690,425-114,"Empaque de nitrilo para boquilla, FM-425"
11691,425-054-C,Anillo pistón completo para fumigadora FM425
11692,425-262-C,"Boquilla de plástico, FM-425"
11693,425-064,"Medida ó Taza dosificadora, FM-425"
11694,425-022,Empaque Chek-N para fumigadora FM-425
11695,425-024-C,Cilindro completo para fumigadora FM-425
11696,425-021,O ring para cámara  para fumigadora FM-425
11697,425-085,Tubo rociador 500 mm para fumigadora FM-425
11698,425-023,O ring chico para cilindro de fumigadora FM-425
11699,425-031,Pistón con perno integrado para fumigadora FM-425
11700,BVI-1/8,"Broca para vidrio y azulejo, 1/8'"
11701,BVI-3/16,"Broca para vidrio y azulejo, 3/16'"
11702,BVI-1/4,"Broca para vidrio y azulejo, 1/4'"
11703,BVI-5/16,"Broca para vidrio y azulejo, 5/16'"
11704,BVI-3/8,"Broca para vidrio y azulejo, 3/8'"
11705,BVI-1/2,"Broca para vidrio y azulejo, 1/2'"
11706,FUM-025,"Cámara con émbolo para fumigadores FUM-12, 16 y 20"
11707,425-204-C,Juego de empaques para fumigador FM-425
11708,PORMA-70,Carro portamanguera de metal
11710,BRAU-1,Broca autoalimentadora 1'
11712,BRAU-1-3/8,Broca autoalimentadora 1-3/8'
11713,BRAU-1-1/2,Broca autoalimentadora 1-1/2'
11715,BRAU-2,Broca autoalimentadora 2'
11722,CARB-CM-14N,"Carbones de repuesto para cortadora de metales, CM-14N"
11723,CM-14N,"Tronzadora / cortadora de metales, 14', industrial, 2,200 W"
11730,425-069,O ring para vástago -N para fumigadora FM-425
11731,425-027,O ring grande para cilindro para fumigadora FM-425
11732,425-083,"O ring de plástico para boquilla, FM-425"
11733,425-063,Empaque para vástago-N para fumigadora FM-425
11734,425-043,Juego de bieldas para fumigadores FM-425
11735,425-116-C,Palanca de bombeo completa para fumigadora FM-425
11736,425-075-C,Pistola económica completa para FM-425
11737,425-082,Abrazadera SX9-18 para fumigadora FM-425
11738,425-031-C1,Pistón completo para fumigadora FM-425
11739,425-045-C,Tornillo para balancín completo para fumigadora FM- 425
11740,CAT-45ND,"Carretilla 4.5 ft, llanta neumática reforzada"
11744,CAT-45SO,"Carretilla 4.5 ft, llanta sólida"
11748,CAT-45WS,"Carretilla 4.5 ft, mangos/madera 1-3/4', llanta ligera"
11750,CAT-45WSO,"Carretilla 4.5 ft, mangos/madera 1-3/4', llanta sólida"
11752,CAT-50ND,"Carretilla 5.5 ft, llanta neumática reforzada"
11753,CAT-15ND,"Carretilla 5 ft, llanta neumática reforzada"
11756,CAT-50SO,"Carretilla 5.5 ft, llanta sólida"
11757,CAT-15SO,"Carretilla 5 ft, llanta sólida"
11758,CAT-50WD,"Carretilla 5 ft, bastidor de madera, llanta reforzada"
11760,CAT-50WS,"Carretilla 5 ft, mangos/madera 1-3/4', llanta ligera"
11761,CAT-55ND,"Carretilla 5 ft angosta, llanta neumática reforzada"
11762,CAT-50WSO,"Carretilla 5 ft, mangos/madera 1-3/4', llanta sólida"
11765,CAT-55SO,"Carretilla 5 ft angosta, llanta sólida"
11776,CAT-60ND,"Carretilla 6 ft, llanta neumática reforzada"
11777,CAT-60PL,"Carretilla 6 ft, bandeja plástica, llanta reforzada"
